name,points
Aziz Dougaz,19
Sebastien Graeff,19
Jui Chen Hung,19
Bo Holmstrom,19
Scott Humphries,19
Andre Zietsmann,19
Leos Friedl,19
Chris Gunning,19
Sarvar Ikramov,19
Michael Burgener,19
Daniel Vallverdu,19
Douglas Smith,19
Nam Hoang Ly,19
Federico Mordegan,19
Roberto Saya,19
Paul Van Min,19
Roberto Aubone,19
Dave Simmonds,19
Fred Kangwa,19
Mark Turpin,19
Marcin Matkowski,19
Otto Virtanen,19
David Caldwell,19
Peter Mors,19
Julien Varlet,19
Emad Abou Hamdeh,19
Ray Kelly,19
Raviv Weidenfeld,19
Nino Serdarusic,19
Marc Abdulnour,19
Eduardo Rincon,19
Manuel Guinard,19
Jan Hajer,19
Pieter Soeters,19
Ruan Roelofse,19
Colin Obrien,19
Craig Edwards,18
Arthur De Greef,18
Fritz Wolmarans,18
Rich Anderson,18
Alberto Lim,18
Morten Ronneberg,18
Enrique Caviglia,18
Lukas Klein,18
Bulent Altinkaya,18
Gerald Mild,18
Jack Waltz,18
Gustavo Garetto,18
Al Parker,18
Mustapha Dislam,18
West Nott,18
David Macpherson,18
Timo Nieminen,18
Timofey Skatov,18
Peter Ballauff,18
Guillermo Oropez,18
Per Henricsson,18
Ilia Kushev,18
Keith Evans,18
Jesus Colas,18
Tom Karp,18
Jesse Witten,18
Sadiq Abdullahi,18
Krystian Pfeiffer,18
Ody Gabriel,18
Radoslav Lukaev,18
Miguel Angel Reyes Varela,18
Miecyslav Rybarczyk,18
Bill Cowan,18
Wei Ju Chen,18
Bhanu Nunna,18
Weerapat Doakmaiklee,18
Dieter Kindlmann,18
Michal Chmela,18
Phil Siviter,18
Yaoki Ishii,18
Kotaro Miyachi,18
Stefan Lochbihler,18
Mark Lewis,18
Mark Meyers,18
Brian Devening,18
Sergio Galdos,18
Kiril Yashmakov,18
Sergio Cruz,18
Aleksandre Metreveli,18
Paul Thompson,18
Martijn Van Haasteren,18
Carlos Salamanca,18
Fernando Soler,18
Rodolphe Cadart,18
Ron Bohrnstedt,18
Jaroslav Bulant,18
Sergei Yaroshenko,18
Roberto Marcher,18
Andreas Fikas,18
Filip Horansky,18
Christophe Bosio,18
Joaquim Rasgado Jr,18
Pablo Albano,18
Adrian Graimprey,18
Jack Brasington,18
Andrew Burrow,18
Tom Kempers,18
Heinz Gildemeister,17
Rohun Beven,17
Bostjan Osabnik,17
Emilio Nava,17
Emile Ngoran,17
Helmar Stiegler,17
James Mcardle,17
Kevin Sorensen,17
John Erik Rustad,17
Luke Saville,17
Joe Meyers,17
Tony Hammond,17
Tony Jonsson,17
Stephen Botfield,17
Filip Peliwo,17
Ken Binns,17
Lorenzo Fargas,17
Dong Hyun Kim,17
Paul Avis,17
Jeff Twist,17
Wai Yaw Liu,17
Blaise Bicknell,17
Micke Kontinen,17
Karan Rastogi,17
Stojan Velev,17
Ralph Geiger,17
Steve Fiske,17
Dimitar Grabuloski,17
Andrei Luzgin,17
Adrian Andreev,17
Yong Ho Chung,17
Emmanuel Heussner,17
Haithem Abid,17
Robert Angelo,17
Ahmed Ben Omar,17
Mike Harrington,17
Christian Sigsgaard,17
Compton Russell,17
Thomas Schoorel,17
Robinson Ureta,17
Ernesto Vazquez Barreira,17
Andre Van Der Merwe B,17
Junie Chatman,17
Kasidit Samrej,17
William Mason,17
Akira Santillan,17
Anthony Bull,17
Chang Dae Jeon,17
Alfred Schwartz,17
Thomas Larsen,17
Patricio Arnold,17
Arif Kocak,17
Ifthekar Sardar,17
Yassine Amier,17
Jirat Navasirisomboon,17
Franco Merlone,17
Karl Hale,17
Vernon Lewis,17
Ji Sung Nam,17
Adolfo Daniel Vallejo,17
Trevor Little,17
Janez Semrajc,17
John Benson,17
Peter Handoyo,16
Thien Nguyen Hoang,16
Edoardo Mazza,16
Isak Arvidsson,16
Isao Kobayashi,16
Michael Geserer,16
Toshihide Matsui,16
Frank Baden,16
Jalil Khan,16
Tihomir Grozdanov,16
Eduardo Nicolas,16
Jose Medrano,16
Alexey Vatutin,16
Marco Armellini,16
Marco Gilardelli,16
Jose Imaz Ruiz,16
Barry Geraghty,16
Franco Ferreiro,16
Kenneth Tsui,16
Tetsu Kuramitsu,16
James Turner,16
Jan Kallquist,16
Bernd Kube,16
Efe Ustundag,16
Tony Palafox,16
Henry Adjei Darko,16
Eduardo Velez,16
Herbert Rapp,16
Eric Sherbeck,16
Paul Baccanello,16
Ashley Hewitt,16
Clemens Trimmel,16
Carlos Alvarado,16
Ivo Klec,16
Gorka Fraile,16
Roman Recarte,16
Giorgio Bologna,16
Dennis Breetzke,16
Randy Nixon,16
David Marrero,16
Jimmy Parker,16
Nerman Fatic,16
Mohammed Al Nabhani,16
Christian Garay,16
Seanon Williams,16
Kanyab Derafshidjavan,16
Cristian Paiz,16
Rodrigo Rafael,16
Dawid Olejniczak,16
Roberto Marcora,16
Abdel Ghani Mohammed,16
Mashiska Washington,16
Gary Kesl,16
Nicolas Mejia,16
Lindsay Murphy,16
Laszlo Markovits,16
Yordan Kanev,16
David Brown,16
Samudra Sangitan,16
Rene Busch,16
Seung Ho Ji,16
Harald Rittersbacher,16
Kacper Zuk,16
Sever Muresan,16
Calvin Hemery,16
Charlton Eagle,15
Bruno Rodriguez,15
Scott Willinsky,15
Jaymon Crabb,15
Lui Pang,15
Adelo Abadia,15
Warit Sornbutnark,15
Peter Nagy,15
Tigre Hank,15
Robert Smeets,15
Adam Skrzypczak,15
Ali Madani,15
Tom Kiss,15
Khoder Issa,15
Pedja Krstin,15
Ernst Blanke,15
Grzegorz Panfil,15
Luis Baraldi,15
Gunther Darkey,15
Howard Herr,15
Alfredo Acuna,15
Cary Leeds,15
John Norgauer,15
Felipe Meligeni Alves,15
John Sobel,15
Peter Ledbetter,15
Ricardo Ojeda Lara,15
Manlio Bartoni,15
Yaraslav Shyla,15
Raymundo Deyro,15
Hector Romani,15
Luke Smith,15
Maximilian Abel,15
Philip Bester,15
Adolfo Gonzalez,15
Sasa Tuksar,15
Micky Dominguez,15
Mario Visconti,15
Christoph Meyer,15
Ruby Hoskowetz,15
Florin Mergea,15
Bob Alloo,15
Jae Sung An,15
Eiji Takeuchi,15
Eleazar Davidman,15
James Pressly,15
George Cosac,15
Miguel Maurtua,15
Jean Christophe Faurel,15
Ned Caswell,15
Reinhard Mattern,15
Bassam Beidas,15
Ivan Baron,15
Brad Rowe,15
Joao Lagos,15
Lucas Catarina,15
Colin Mchugo,15
Robert Stock,14
Patrik Langvardt,14
Amine Ahouda,14
Hong Kit Jack Wong,14
Lothar Pawlik,14
Moncef Zehar,14
Adam Thompson,14
Francesco Aldi,14
Christian Geyer,14
Andre Ghem,14
Famiano Meneschincheri,14
Pascal Schaul,14
Frank Sebaratnam,14
Mauricio Doria Medina,14
Min Hyoek Cho,14
Chang Nam Ju,14
Igor Saric,14
Daniel Cukierman,14
Andrew Rae,14
Alti Vahkal,14
Filippo Messori,14
Roland Burtscher,14
Andres Battad,14
Kush Bhardwaj,14
Alexander Lehnhoff,14
Mariano Sanchez,14
Sergis Kyratzis,14
Sonchat Ratiwatana,14
George Bezecny,14
Dias Doskarayev,14
Geoff Stubbs,14
Geoff Pollard,14
Petr Kralert,14
Petros Tsitsipas,14
Alexander Sarkissian,14
Bertalan Csoknyai,14
Tapio Nurminen,14
Rasid Winklaar,14
Hans Podlipnik Castillo,14
Jeremy Cohen,14
Mao Xin Gong,14
Jean Neuman,14
Yang Tat Lim,14
Mahader Hassan,14
Blaz Trupej,14
Rafael Jordan,14
Yann Marti,14
Billy Nealon,14
Harry Turnbull,14
Jorge Brian Panta Herreros,14
Harry Fritz,14
Thierry Brasseur,14
Christopher Gatt,14
Gyorgy Balazs,14
Alexandar Lazov,14
Fabian Marozsan,14
Peerakiat Siriluethaiwattana,14
David Imonitie,14
Yshai Oliel,14
John Mcgrath,14
Robert Dolan,14
Aymen Ibrahim Al Ashwak,14
Duy Bao Ta,14
Erhan Oral,14
Gerard Toulon,14
Lawrence Awopegba,14
Jim Buckley,14
Thorsten Poelzl,14
August Holmgren,14
John Picken,14
Henry Estrella,14
Tim Donovan,14
Dejan Petrovic,14
Larry Parker,13
Kimmo Alkio,13
Max Franklin,13
Kuen Yiep Ho,13
Karlis Ozolins,13
Mark Shires,13
Jordi Munoz Abreu,13
Marcelo Saliola,13
Julien Jeanpierre,13
Joseph Victorino,13
Marc Bolle,13
Matheus Pucinelli De Almeida,13
John Muller,13
Jaroslav Pospisil,13
Peter Langsford,13
Andrei Karatchenia,13
Victor Egorov,13
Victor Eke,13
Bernard Pinto,13
Carlos Lando,13
Eduardo Medica,13
Grant Kerr,13
Alberto Laborde,13
Alberto Emmanuel Alvarado Larin,13
Ruslon Rainov,13
Alain Brichant,13
Cliff Mayne,13
Tahsin Gursoy,13
S Hegna,13
Syrym Abdukhalikov,13
Mikael Stadling,13
Hao Lu,13
Dragan Savic,13
Dovydas Sakinis,13
Hasan Ozdemir,13
Salifu Mohammed,13
Elliot Benchetrit,13
Uros Vico,13
Bojan Vujic,13
Geoffrey Olsson,13
Fernando Perez Pascal,13
Paul Fitzgerald,13
Tobias Summerer,13
Timothy Neilly,13
Anton Tsymbalov,13
Fotis Vazeos,13
Dan Birchmore,13
Robert Puddicombe,13
Olle Palmer,13
Thomas Prerovsky,13
Ernesto Aguirre,13
Ganiyu Adenekan,13
Cyril Jacobe,13
Erik Melander,13
Trevor Fancutt,13
Tsolak Gevorgyan,13
Nir Welgreen,13
Somporn Champisri,13
Enzo Couacaud,13
Helder Lopes,13
Simon Rea,13
Sandor Kiss,13
Sam Barry,13
Michael Hill,13
Yu Zheng,13
Hussain Al Ashwak,13
Samir Iftikhar,13
Mehdi Ziadi,13
Daryl Delicata,12
Alberto Martorell,12
Brett Custer,12
Juan Giner,12
Juan Garat,12
Joel Ross,12
Brandon Holt,12
Mikhail Filima,12
Philip Holton,12
Kevin King,12
Robert Millington,12
Milko Petkov,12
Greg Jones,12
Buff Farrow,12
Fritz Gildemeister,12
Younes Rachidi,12
Edgar Hernandez Perez,12
Hira Lal Rahman,12
Pichet Boratisa,12
Juncheng Shang,12
Bob Stock,12
Tj Middleton,12
Alexander Skrypko,12
Mikelis Libietis,12
Kaichi Uchida,12
George Tsivadze,12
Nicolas Barrientos,12
Seyed Akbar Taheri Rahaghi,12
Srdan Muskatirovic,12
Jean Baptiste Perlant,12
Rick Jordan,12
Jim Boyce,12
Elmar Gerth,12
Jean Claude Scherrer,12
Jean Jacques Kouassi,12
Noel Rutherford,12
Phil Davies,12
Nomi Qamar,12
Phil Lehnhoff,12
Thomas Blake,12
Christophe Bernelle,12
Norbert Oduor,12
Norberto Herrero,12
Nagy Kabaz,12
A Rodney Mandelstam,12
Pierce Kelly,12
Nick Lindahl,12
Jonas Forejtek,12
Bruno Dadillon,12
Daniel Courcol,12
Jesus Francisco Felix,12
Bob Goeltz,12
Issam Al Tawil,12
Robyn Ray,12
Abdel Majid Soudani,12
Anthony Lane,12
Claude De Gronckel,12
Sun Yong Kim Jr,12
Harry Sheridan,12
Midodji Segbeaya,12
Franco Agamenone,12
Matei Pampoulov,12
Dieter Schultheiss,12
Diego Veronelli,12
Dermot Sweeney,12
Filip Cristian Jianu,12
Donald Lutz,12
Simon Partridge,12
Zulfiqar Ahmed,12
Boaz Merenstein,12
Luis Arturo Gonzalez,12
Johan Settergren,12
Francisco Cabello,12
Clem Robertson,12
Frank Puncec,12
Tomasz Lichon,12
Juan Carlos Ayala,12
Fabio Maggi,12
Danilo Petrovic,12
Pierre Bouteyre,12
Hadiman Hadiman,12
John Spiegel,12
Lorenzo Giustino,12
Andrzej Licis,12
Don Gale,12
Maxime Teixeira,11
Luis Manuel Flores,11
Marco Consolini,11
Didac Perez,11
Armand Molino,11
D Morgan,11
Tony Dawson,11
Mauricio Estivariz,11
Ferrante Rocchi,11
Othman Al Anazi,11
John Stephens,11
Rowland Phillips,11
Camilo Ugo Carabelli,11
Tommi Lenho,11
Hugo Varela,11
Ergi Kirkin,11
Fernando Samayoa,11
Kalle Flygt,11
Amr Elsayed Abdou Ahmed Mohamed,11
Juan Carlos Saez,11
Caio Zampieri,11
Erling Tveit,11
Roland Steigler,11
Jaime Subirats,11
Jiri Medonos,11
Khaled Baligh,11
Evan King,11
Jonathan Chu,11
Mario Radic,11
Shamil Tarpischev,11
Brian Marcus,11
Patrik Rosenholm,11
Pancho Musalem,11
Patrizio Parrini,11
Khalid Al Nabhani,11
Santiago Maresca,11
Thomas Stalhandske,11
Corrado Borroni,11
Juan Borba,11
Max Senior,11
Eric Amend,11
Gabor Borsos,11
Jean Lovera,11
Geoffrey Blancaneaux,11
John Fraser,11
Yemisi Allan,11
Clay Iles,11
Denes Lukacs,11
Charles Chang,11
Rudy Foo,11
Philippe Moggio,11
Hisham Hemeda,11
Martin Spottl,11
Israel Morales,11
Issa Khodaei,11
Michael Marcin,11
Greg Van Emburgh,11
Massimo Dellacqua,11
Michele Fioroni,11
Guillermo Olaso,11
Milan Tajenar,11
Gunther Gnettner,11
Wisnu Adi Nugroho,11
Chaim Arlozorov,11
Gustavo Marcaccio,11
Jean Yves Job,11
Mike Styles,11
Mike Amoah,11
Gwinyai Tongoona,11
Mike Brown,11
Manuel Diaz,11
Charlie Shaw,11
Alex Knaff,11
Hicham Khaddari,11
Terry Rosenberg,11
Sergey Fomin,11
Michael Sprenglemeyer,11
Abdul Khalek Nadini,11
Michal Gawlowski,11
Heath Denman,11
Nicola Bruno,11
Saketh Myneni,11
Ney Keller,11
Sergey Betov,11
Gerardo Vacarezza,11
Adam Chadaj,11
Nandan Bal,11
Lynton Franzi,11
Martin Barba,11
John Van Nostrand,11
Taso Vasiliadis,11
Henry Ladyman,11
Juan Torralbo,11
Igor Kornienko,11
Sergio Gutierrez Ferrol,11
Bill Behrens,11
Vittaya Samrej,11
Bastian Knittel,11
Daniel Masur,10
Stephane Sansoni,10
Jonathan Dasnieres De Veigy,10
Jannie De Villiers,10
Facundo Diaz Acosta,10
Syed Nasir Sherazi,10
Faisal Rahman,10
Desmond Tyson,10
Felicisimo Ampon,10
Sven Ginman,10
Supoj Meesawad,10
Ricardo Aubone,10
Joseph Rush,10
Robin Ray,10
Evghenii Plugariov,10
Robin Fry,10
Phil Martin,10
Axel Finnberg,10
Ralph Sender,10
Dean Martin Jr,10
Ernesto Lingen,10
Ray Wilson,10
Thomas Emmrich,10
Peter Gray,10
Erwin Jager,10
Jose Baires,10
Thies Roepcke,10
Jose Benitez,10
Diogo Rocha,10
Emmanuel Van Der Pol,10
Soren Hess Olesen,10
John Zweig,10
Jim Oescher,10
Bill Monan,10
Robert Strombachs,10
Jon Erik Ross,10
Darek Nowicki,10
Pier Gauthier,10
Tim Clements,10
Raymond Suarez,10
Song Kean Tan,10
Brian Page,10
Johny De Leon,10
Kristjan Tamm,10
Bill Cullen,10
Stephen Avoyer,10
Sofronio Palahang,10
Ralph Kok,10
David Felgate,10
Don Turner,10
Chip Fisher,10
Fernand Claude,10
Carlos Chabalgoity,10
Albert Viviani,10
Sebastien Leblanc,10
Joey Blake,10
Alejandro Olivera,10
Alex Diaz,10
Vladimir Pavicevic,10
Alexander Bury,10
Julen Uriguen,10
Martin Carlstein,10
Nadir Ali Khan,10
Alexis Klegou,10
Nial Brash,10
Filip Krajcik,10
Nicholas David Ionel,10
Nicholas Sayer,10
Carlos Gomez,10
Nick Hardt,10
Gianni Marchetti,10
Leandro Riedi,10
Kenny Smith,10
Ali Kadhim,10
Vic Rollins,10
Ruan Kruger,10
Ken Barton,10
Wilhelm Burgemeister,10
Ivo Bratanov,10
Yasir Khan,10
Ian Pollard,10
Chris Burr,10
Ichizo Konishi,10
John De Zeeuw,10
Hsin Han Lee,10
Chi Wan Kim,10
Scott Oudsema,10
Ilija Martinoski,10
Karl Richter,10
Abdel Aslam Mahmoudi,10
Ioannis Rigas,10
Junjo Kawamuri,10
Yakubu Suleiman,10
Wouter Fok,10
Miguel Soares,10
Woody Hunt,10
Hansjorg Elzer,10
Hans Hansson,10
Charles Auffray,10
Ivan Mikysa,10
Mike Lee,10
Mike Lorenzo,10
Allen Morris,10
Giorgio Carneade,10
M Abid Ali Khan Akbar,10
Mario Monroy,10
Czeslaw Dobrowolski,10
James Auckland,10
Romain Jouan,10
Andrei Vasilevski,10
Olivier Soules,10
Simon Clarke,10
Omar Awadhy,10
Jan Kodes Jr,10
Juan Farrow,10
Daniel Glancy,10
Tomas Gonzalez,10
Marcos Klensch,10
Bryan Burrell,10
Luciano Ramazzini,10
Oscar Blacutt,10
Tony Lloyd,10
Fu Shun Tang,10
Andrew Whittington,10
Bobby Kokavec,10
Romano Tatuhey,10
Marian Laudin,10
Jan Satral,10
Ariel Behar,10
Mark Hilton,10
Ross Mcghie,10
Mark Draper,10
Shehab Shehab,10
Nils Elvik,10
Garth Thomson,10
Paul Dogger,10
Finn Tearney,10
Andreas Lesch,10
Geoff Bluett,10
Geoff Sara,10
Gary Rose,10
Lindsay Straney,9
Charles White,9
Salvador Cabeza,9
Salvador Colvee,9
Daniel Moreau,9
John Anthony Southworth,9
Chris Eaton,9
Stephane Grenier,9
Sandro Ehrat,9
Simon Carr,9
Chieh Fu Wang,9
Sanam Singh,9
Lionel Eli,9
Lex Hester,9
John Bryan Decasa Otico,9
Samer Mourad,9
Carl Axel Hageskog,9
Damion Johnson,9
Selvarajoo Selvarajoo,9
David Tate,9
John Mills,9
Ruben Porges,9
Luis Lobo,9
David Miketa,9
Rudiger Haas,9
Byron Talbot,9
Lornie Kuhle,9
Lorenzo Soriano,9
Robert Bettauer,9
Stan Myerson,9
John Hillebrand,9
Dale Houston,9
Rupert Ferdinands,9
Robert Potthast,9
Clinton Marsh,9
Charles Alloo,9
Shiv Prakash Misra,9
Joe Bouquin,9
D Sullivan,9
Denys Maasdorp,9
Denys Molchanov,9
Bong Suk Kim,9
Rok Jarc,9
Ryler Deheart,9
Joseph Russell,9
Mac Clafin,9
Georges Logelin,9
Travis Rettenmaier,9
Nobuya Tamura,9
Gaylard Dunn,9
Gehad El Deeb,9
Nik Razborsek,9
Mark Markov,9
Nick Van Rosberg,9
Francisco Castillo,9
Gianluigi Quinzi,9
Gianni Capozza,9
Gianni Mina,9
Jack Darrah,9
Nebojsa Djordjevic,9
Mustafa Azkara,9
Gary Hippenstiel,9
Tracy Delatte,9
Norman Perry,9
Nouhoun Sangare,9
Juan Hernandez,9
Ognian Kolev,9
Ola Kristiansson,9
Gabriel Montilla,9
Rasmus Norby,9
Omar Jasika,9
Oren Motevassel,9
Kevin Krawietz,9
Osamu Ishiguro,9
James Shortall,9
P Moore,9
Frank Saloman,9
Palaphoom Kovapitukted,9
Musaad Al Jazzaf,9
Vishnu Vardhan,9
Alex Geuer,9
Hatem Mcdadi,9
Ian Flanagan,9
Maxime Huard,9
Maxime Janvier,9
Ignacio Garcia,9
Zacharie Moungnol,9
Matwe Middelkoop,9
Matthew McDonald,9
Mert Ertunga,9
Youssef Hossam,9
Abd Hazli Bin Zainuddin,9
Hervoje Eterovic,9
Matias Boeker,9
Abedallah Shelbayh,9
Iphton Louis,9
Mathias Bourgue,9
Alberto Riba,9
Irakli Ushangishvili,9
Hashim Bin Sidek,9
Harry Coe,9
Miguel Dungo,9
Adrien Viviani,9
Massimo Ardinghi,9
Willie Davies,9
William Lock,9
Ajeet Rai,9
Gustavo Luza,9
Marvin Rolle,9
Miloslav Mecir Jr,9
Moez Echargui,9
Warren Jacques,9
Francisco Mastelli,9
Gabriel Flores Ruiz,9
Farshad Talavar,9
Peter Lamb,9
Ezzat Nemati,9
Peter Becroft,9
Audun Jensen,9
Evert Schneider,9
Thomas Randby,9
Eugene Cantin,9
R W Davies,9
Bill Strei,9
Kuan Yi Lee,9
Pedro Langre,9
Tai Wei Liu,9
Barry King,9
Eduardo Furusho,9
Peter Schlotz,9
Manuel Valleramos,9
Philip Henning,9
Temur Ismailov,9
Jose Bernard,9
Asif Ismail,9
Jeff Young,9
Randolf Scheller,9
Chris Bradnam,9
Kian Wah Yeo,9
Maciej Kost,9
Tobias Clemens,9
Jan Willem Lodder,9
Lan Bale,9
Janis Podzus,9
Bob Sprengelmeyer,9
Paul Hearnden,9
Eduardo Soriano,9
Farhad Tadayon,9
Fabrizio Fanucci,9
Pavel Baranov,9
Dominik Guido Utzinger,9
Larry Nagler,8
Beyazit Anbar,8
John Eagleton,8
Joris De Loore,8
Zoran Sevcenko,8
Adrian Clarke,8
Adel Al Shatti,8
Kadhim Kadhim,8
Charles Honey,8
Bill Carroll,8
Stevenson Clarke,8
Adam Jaya,8
Stefano Napolitano,8
Chee Yen Chen,8
Boo Kil Choi,8
Bill Gilmour,8
Kamel Harrad,8
Chi Yuan Lin,8
Zachary Svajda,8
Tadas Babelis,8
Keith Stephens,8
Abdul Rahman Shehab,8
Stuart Sarnia,8
Jonathan Printzlau,8
Khumoun Sultanov,8
Jurek Stasiak,8
Arseny Markoff,8
Jose Olivares,8
Carl Sundberg,8
Juan Manuel Elizondo,8
Jose Roberto Velasco,8
Tung Yi Kho,8
Thorvald Moe,8
Sochio Kato,8
Brian White,8
Akinori Naguro,8
Brian Wilson,8
John Peckskamp,8
Torben Theine,8
Arjun Perera,8
Andres Vatrican,8
Tom Kocevar Desman,8
Laurent Lokoli,8
Allen Belobrajdic,8
Ayed Zatar,8
Thomas Kromann,8
B Johnston,8
John Williams,8
Albert Teo,8
Terence Chia,8
Alberto Paris,8
Bartolome Salva Vidal,8
Andy Zingman,8
John Ward,8
Sebastien Vidal,8
Theo Storck,8
Carlos Palencia,8
Theodoros Angelinos,8
Sergei Leonjuk,8
Viktor Nagy,8
Alfonso Ochoa,8
Thierry Van Den Daele,8
Alessandro Baldoni,8
Max Pettman,8
Chris Brandi,8
Enzo Vattuone,8
Manuel De Sousa,8
Philippos Tsangaridis,8
Jean Marc Piacentile,8
Marc Albert,8
Peter Rigg,8
Peter Palandjian,8
Epaminondas Argyriou,8
Dragos Dima,8
Eugene Russo,8
Eugenio Rossi,8
Evgeni Mikheev,8
Peter Bertran,8
Fabio Mionbet,8
Ferenc Csepai,8
Malcolm Allen,8
Doug Verdieck,8
Ference Komaromi,8
Jerry Van Linge,8
Luis Delgado,8
David Sherwood,8
Jim Bochte,8
Ricardo Gonzalez Diaz,8
Derek Segal,8
Razlan Rawi,8
Jerry Joseph,8
R Campbell,8
Rares Cuzdriorean,8
Raoul Behr,8
Dimitri Mazur,8
Dishan Herath,8
Raimonds Sproga,8
Mahtabur Rahman,8
Ferenc Zentai,8
Filip Urban,8
Daniele Balducci,8
Miguel Merz,8
Mohammed Akbar Baba,8
Greg Failla,8
Greg Shephard,8
Mike Prineas,8
Hamad Medjedovic,8
Mik Ledvonova,8
Hazuan Hizan,8
J Pugh,8
Michael Mullan,8
Michael Mcclune,8
Herkko Pollanen,8
Mervyn Webster,8
Mehl Ampon,8
Hyun Joon Kim,8
Murkel Alejandro Dellien Velasco,8
Gleb Sakharov,8
Finn Christensen,8
Ognen Nikolovski,8
Fitriadi M Rifqi,8
Jan Mertl,8
Fong Ling,8
Francisco Costa,8
Oscar Escribano,8
Olaf Pieczkowski,8
Ofer Sela,8
Nick Gould,8
Norm Schellenger,8
Nodar Itonishvili,8
Genaro Alberto Olivieri,8
Jacob Rasolondrazana,8
Mark Simmons,8
Gian Marco Moroni,8
Roberto Graetz,8
Marcelo Barboza,8
Lothar Lanz,8
Ronan Fearon,8
Sacha Thoma,8
Colin Robertson,8
Coleman Wong,8
Daniel Heryanto,8
Rolf Hertzog,8
Christian Camradt,8
Cyril Rudman,8
Joan Jimenez Guerra,8
Roger Cooper,8
Ross Matheson,8
Jock Eitel Reetz,8
Damir Buljevic,8
Lou Sylvester,8
Octavio Martinez,7
Mark Gurr,7
Sergei Cuptov,7
Colin Fleming,7
Colin Diederichs,7
Gavaskar Williams,7
Brian Stephenson,7
Kevin Kerns,7
Lefteris Alexiou,7
Colin Beecher,7
U Hoigshoidt,7
Alvaro Pena,7
Vaja Uzakov,7
Valentin Vacherot,7
Kentaro Masuda,7
Jackie Cooper,7
Rupert Dorey,7
Gewan Maharaj,7
Ali Yenilmez,7
Juan Pablo Ficovich,7
Andre Cote,7
Joe Osadca,7
Gabriel Mattos,7
Toizo Hosoi,7
Jason Goodall,7
Fabian Barriola,7
Carlos Behar,7
Kirill Ivanov Smolensky,7
Royce Deppe,7
Arnau Brugues Davi,7
Jannie Louw,7
John Maginley,7
Carlos Fernandes,7
Filip Aniola,7
Filip Polasek,7
Ruben Gajardo,7
John Lockington,7
Omar Hedayet,7
Tom Mercer,7
Lech Sidor,7
Ian Hewitt,7
Tom Mott,7
Anis Ghorbel,7
Marcus Sarstrand,7
P Arndt,7
Tomas Tenconi,7
Otavio Della,7
Fredrik Rosenquist,7
Fritz Kolbinger,7
Oscar Chiarella,7
Sebastian Rieschick,7
Mulari Dharan,7
Givi Samkharadze,7
John Hammill,7
Michel Borfiga,7
Sean Karam,7
Yannick Mertens,7
Helmuth Rudzinski,7
Michael Nugent,7
Inaki Calvo,7
Samir Saadeldin,7
Abdel Gawad Mohammed,7
Christophe Lesage,7
Hidehiko Tanizawa,7
Michael Davies,7
Hiroki Kondo,7
Menelaos Efstathiou,7
Lew Sulloway,7
Kaipo Marshall,7
Maurice Hunter,7
Ignacio Martinez,7
Yue Wei Wang,7
Yuttana Charoenphon,7
Ignacio Hirigoyen,7
Hyun Woo Nam,7
Zdenek Kolar,7
Zhao Xie,7
Ibrahim Abou Chahine,7
Ian Pomerenke,7
Johannes Ingildsen,7
Massimo Zampieri,7
Keith Reynolds,7
Walter Johnson,7
Victor Ionita,7
Chana Techasen,7
Asiri Iddamalgoda,7
Goran Oresic,7
Vladimir Margalitadze,7
Mostafa Saleh,7
Goran Tosic,7
Vladyslav Manafov,7
Wai Ching Lee,7
Graeme Notman,7
Graham Oliver,7
J Collins,7
Ismar Gorcic,7
Minoru Ueda,7
Julio Van Kerckhoven,7
Alastair Gray,7
Guillermo Hormazabal,7
Ivo Lagzdins,7
Aivaras Balzekas,7
Jurabek Karimov,7
Mike Powers,7
Mike Durkin,7
Lionel Kemajou,7
Chuhan Wang,7
Kj Hippensteel,7
Patrik Niklas Salminen,7
Josef Brabenec,7
Taisen Kanai,7
Shintaro Mochizuki,7
Jordi Mas,7
Donald Watt,7
R Orford,7
Duck Hee Lee,7
Athanasios Anastopoulos,7
Pietro Pennisi,7
Piet Van Eysden,7
Pierre Ludovic Duclos,7
Edas Butvilas,7
Eddy Gonzalez Gonzalez,7
Steven Kangwa,7
Philipp Oswald,7
Philip Davydenko,7
Eduardo Oncins,7
Bien Dimalanta,7
Ross Walker,7
Edvaldo Oliveira,7
Jean Jacques Rakotohasy,7
Emanuel Rasberger,7
Tasuku Iwami,7
Benjamin Hannestad,7
Donald Fontana,7
Steve Wedderburn,7
Peter Tudhope,7
David Phillips,7
Danny Sullivan,7
Daniel Michalski,7
John Stimpson,7
Dave Shibley,7
John Sullivan,7
Bruno Britez,7
David Graham,7
David Mitchell,7
Rob Steckley,7
Brian Connor,7
Jin Yen Chiang,7
Bob Brett,7
David Whyte,7
Dean Botha,7
Richard Coulthard,7
Denis Matsukevitch,7
Bokkie Niemand,7
Bruno Soares,7
Diko Murdono,7
Stephen Noteboom,7
Bob Marcher,7
Mahammad Abid,7
Jose Cordeiro,7
Jorge Catala,7
Bengt Lundstedt,7
Thai Son Kwiatkowski,7
Roy Schwegman,7
Thiago Agustin Tirante,7
Baris Ergun,7
B Moreau,7
Erhard Jung,7
Eric Carlier,7
Erik Ulleberg,7
Erik Vant Hof,7
Javier Ordaz,7
Ernie Mccabe,7
Chris Walsh,7
Errol Kilov,7
Jocelyn Robichaud,7
Roy Sprengelmeyer,7
